Test_Tweet,VaderSent,NaiveBayes_VaderSent,LogisticReg_VaderSent,RandomForest_VaderSent
blown away close four actor mirrored guy thedirt captured good bad ugly douglasbooth congrats netflix thedirt movie,Negative,Positive,Positive,Positive
watched christmaschronicles2 good holiday movie christmas christmasmovies netflix hulu movie holidayseason holiday,Positive,Positive,Positive,Positive
reading whole book good watching movie marathon good bingewatching netflix bad,Positive,Positive,Positive,Positive
awesome movie finally see good western big star people look like thehardertheyfall netflix,Positive,Positive,Positive,Positive
watching happened monday netflix shook movie odeeeeeeee good,Positive,Positive,Positive,Positive
love got netflix watched first met really funny romance movie drop others good movie ⬇️,Positive,Positive,Positive,Positive
there good chance youre going watch many christmas movie anyway get paid 2500 org christmasmovies payforview chiefholidaycheermeister netflix hulu streamingservices,Positive,Positive,Positive,Positive
ready soe chicken saag naan going see good bollywood movie added netflix soa,Positive,Positive,Positive,Positive
looking good movie watch netflix good,Positive,Positive,Positive,Positive
eternal sunshine spotless mind random movie hope good nointernet netflix,Positive,Positive,Positive,Positive
todo snow get shit relax look good movie netflix movie netflix letitsnow,Positive,Positive,Positive,Negative
ya end finding good moviesshows watch netflix,Positive,Positive,Positive,Positive
finally got movie concussion netflix let see good,Positive,Positive,Positive,Positive
good scary movie netflix replytweet 🤔,Negative,Positive,Negative,Negative
reading description movie netflix sound good main actor stevenseagal pas,Positive,Positive,Positive,Positive
really good movie yall need go netflix watch goon,Positive,Positive,Positive,Positive
good netflix movie watch anyone,Positive,Positive,Positive,Positive
looking good movie look further… intrusión netflix freidapinto loganmarshall,Positive,Positive,Positive,Positive
enjoyed watching vaashi netflix good realistic movie,Positive,Positive,Positive,Positive
netflix sunday good option good movie,Positive,Positive,Positive,Positive
snow piercer good movie netflix,Positive,Positive,Positive,Positive
anyome know anything good watch movie show netflix help,Positive,Positive,Positive,Positive
love romance military stuffand good friday night curlup movie need health insurance need extra cash wife marry stranger 🥰 netflix purpleheartsnetflix,Positive,Positive,Positive,Positive
thanks sarah rt theward hella good next horror movie netflix pick,Positive,Positive,Positive,Positive
next friday february 5 malcolmandmarie hit netflix movie good johndavidwashington performance outstanding amazing wait everybody see surprised,Positive,Positive,Positive,Positive
oh joy worstflix making full metal alchemist movie cause 1st good right ill pas watching fav anime getting rapped relentlessly 5hrs thx mondaythoughts netflix,Positive,Positive,Positive,Positive
finalgirl good movie netflix,Positive,Positive,Positive,Positive
whathappenedtomonday netflix real good movie 👌🏾,Positive,Positive,Positive,Positive
want watch good scary movie tonight netflix suggestion,Neutral,Positive,Positive,Negative
allwhat good movie watch netflix 🤔👀,Positive,Positive,Positive,Positive
good movie netflix,Positive,Positive,Positive,Positive
suggestion good movie watch netflix,Positive,Positive,Positive,Positive
could someone give good movie wan na watch smt hit w name 😽 movie cruella moviesuggestions netflix bl,Positive,Positive,Positive,Positive
craigslistjoe give faith humanity good movie 👍😊 netflix,Positive,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
good action movie netflix thv show,Positive,Positive,Positive,Positive
go going sporting event movie least still able catch good movie home seen english game netflix great little film start football theenglishgame,Positive,Positive,Positive,Positive
anyone recommend good movie hour netflix,Positive,Positive,Positive,Positive
watched movie circle netflixit good end ripoff,Positive,Positive,Positive,Positive
really funny feel good movie lol netflix,Positive,Positive,Positive,Positive
finished watching laraandthebeat netflix want say name movie laraandthebeat co dara laras sister saved company good actor stick rap,Positive,Positive,Positive,Positive
good movie watch appletv netflix hulu,Positive,Positive,Positive,Positive
rewatching lietome good show b maybe netflix stop suggesting dolph lundgren movie,Positive,Positive,Positive,Positive
watching movie called truth die netflix good prepared goodbad,Positive,Positive,Positive,Positive
best thing ghost story made stumble upon another movie name netflix quite good,Positive,Positive,Positive,Positive
good thriller suspenseful movie watch netflix,Positive,Positive,Positive,Positive
army dead new movie netflix release date cast trailer plot need know ◌ good choice👍🏻 ➥ city telegraph 🗞️ netflix 🎬 🍿,Negative,Positive,Negative,Positive
aw world make netflix good nice movie,Positive,Positive,Positive,Positive
good movie netflix,Positive,Positive,Positive,Positive
good movie watch netflix,Positive,Positive,Positive,Positive
surprisingly good movieshows watched week netflix freak stranger self made containment,Positive,Positive,Positive,Positive
officially snow day going feel like minus 50 outside anyone want recommend good movie series watch get thru cold snap netflix survivor39 wish survivor40 already airedlol,Positive,Positive,Positive,Positive
many good tv show want watch netflix mood movie god life suck,Positive,Positive,Positive,Positive
watching dearex since watch really damn good movie laughed cried great movie dearex netflix,Positive,Positive,Positive,Positive
yo creep low key good movie netflix,Positive,Positive,Positive,Positive
go back sleep good movie watch netflix,Positive,Positive,Positive,Positive
world war z netflix movie good night✨,Positive,Positive,Negative,Negative
watched nappily ever good movie love message behind woman loving natural hair comfortable are😍👏🏾 well done nappilyeverafter netflix,Positive,Positive,Positive,Positive
need find good scary movie netflix keep occupied work,Negative,Positive,Positive,Negative
saw movie see netflix pretty good ive seen sure believe plotholes,Positive,Positive,Positive,Positive
love horror movie good morning tagged sister win 1 year netflix subscription absolutely free amp really would make day bingedcontest,Positive,Positive,Positive,Positive
hey cyprus option good movie seem gone point free oldschool cypriot channel entertaining netflix netflixreview cyprus,Positive,Positive,Positive,Positive
wahahhaa sana good 🤭🤭🎉🎉 ❤️❤️ stress reliever studio ghibli movie 🥰🥰 netflix studioghibli,Positive,Positive,Positive,Positive
though took awhile finally got watch sing turn actually really good movie justsayin life netflix,Positive,Positive,Positive,Positive
party netflix good hiphop movie 🔥🔥🔥💪🏾💪🏾💯💯 funny comedy,Positive,Positive,Positive,Positive
🗣fuck bird box‼️ death note📓 😩one good as movie netflix🔥 deathnote,Negative,Positive,Negative,Negative
jeff whiddles lit new stuff netflix give good pick streaming movie,Positive,Positive,Positive,Positive
here daily updated list good movie amp show available netflix suck netflix,Neutral,Positive,Positive,Positive
pretty good movie watch general definitely recommend woop woop 👽 movie movie beat hiphop edm music musicproducer netflix netflixmovies beatsmovie edmproducer hiphopproducer…,Positive,Positive,Positive,Positive
animal world ok netflix michael douglas damn good wait second movie netflix animalworld,Positive,Positive,Positive,Positive
wasted hour horrible movie netflix much variety make hard find good movie😐 coffeebuzz nosleep,Negative,Positive,Negative,Negative
good movie watch netflix,Positive,Positive,Positive,Positive
flick cool concept shitty character annoying luckily picked near end good kill still underwhelming 5️⃣🔟 corpsefeed horror movie review netflix therental horrormovies podcast,Negative,Positive,Negative,Negative
looking 4 good foreign movie check nothe secret eyesits excellent netflix,Positive,Positive,Positive,Positive
fantastic movie damn good actor spencer spencerconfidential netflix damngoodmovie bingewatching eyecandy markwalhberg urbana ohio,Positive,Positive,Positive,Positive
